timestamp_us	,x	,y	,z	,type
1786611600069000,0.100000,-9.800000,0.200000,accel
1786611600069000,0.001000,0.002000,0.003000,gyro
1786611600070000,0.100000,-9.800000,0.200000,accel
1786611600070000,0.001000,0.002000,0.003000,gyro
1786611600071000,0.100000,-9.800000,0.200000,accel
1786611600071000,0.001000,0.002000,0.003000,gyro
1786611600072000,0.100000,-9.800000,0.200000,accel
1786611600072000,0.001000,0.002000,0.003000,gyro
1786611600073000,0.100000,-9.800000,0.200000,accel
1786611600073000,0.001000,0.002000,0.003000,gyro
1786611600074000,0.100000,-9.800000,0.200000,accel
1786611600074000,0.001000,0.002000,0.003000,gyro
1786611600075000,0.100000,-9.800000,0.200000,accel
1786611600075000,0.001000,0.002000,0.003000,gyro
1786611600076000,0.100000,-9.800000,0.200000,accel
1786611600076000,0.001000,0.002000,0.003000,gyro
1786611600077000,0.100000,-9.800000,0.200000,accel
1786611600077000,0.001000,0.002000,0.003000,gyro
1786611600078000,0.100000,-9.800000,0.200000,accel
1786611600078000,0.001000,0.002000,0.003000,gyro
1786611600079000,0.100000,-9.800000,0.200000,accel
1786611600079000,0.001000,0.002000,0.003000,gyro
1786611600080000,0.100000,-9.800000,0.200000,accel
1786611600080000,0.001000,0.002000,0.003000,gyro
1786611600081000,0.100000,-9.800000,0.200000,accel
1786611600081000,0.001000,0.002000,0.003000,gyro
1786611600082000,0.100000,-9.800000,0.200000,accel
1786611600082000,0.001000,0.002000,0.003000,gyro
1786611600083000,0.100000,-9.800000,0.200000,accel
1786611600083000,0.001000,0.002000,0.003000,gyro
1786611600084000,0.100000,-9.800000,0.200000,accel
1786611600084000,0.001000,0.002000,0.003000,gyro
1786611600085000,0.100000,-9.800000,0.200000,accel
1786611600085000,0.001000,0.002000,0.003000,gyro
1786611600086000,0.100000,-9.800000,0.200000,accel
1786611600086000,0.001000,0.002000,0.003000,gyro
1786611600087000,0.100000,-9.800000,0.200000,accel
1786611600087000,0.001000,0.002000,0.003000,gyro
1786611600088000,0.100000,-9.800000,0.200000,accel
1786611600088000,0.001000,0.002000,0.003000,gyro
1786611600089000,0.100000,-9.800000,0.200000,accel
1786611600089000,0.001000,0.002000,0.003000,gyro
1786611600090000,0.100000,-9.800000,0.200000,accel
1786611600090000,0.001000,0.002000,0.003000,gyro
1786611600091000,0.100000,-9.800000,0.200000,accel
1786611600091000,0.001000,0.002000,0.003000,gyro
1786611600092000,0.100000,-9.800000,0.200000,accel
1786611600092000,0.001000,0.002000,0.003000,gyro
1786611600093000,0.100000,-9.800000,0.200000,accel
1786611600093000,0.001000,0.002000,0.003000,gyro
1786611600094000,0.100000,-9.800000,0.200000,accel
1786611600094000,0.001000,0.002000,0.003000,gyro
1786611600095000,0.100000,-9.800000,0.200000,accel
1786611600095000,0.001000,0.002000,0.003000,gyro
1786611600096000,0.100000,-9.800000,0.200000,accel
1786611600096000,0.001000,0.002000,0.003000,gyro
1786611600097000,0.100000,-9.800000,0.200000,accel
1786611600097000,0.001000,0.002000,0.003000,gyro
1786611600098000,0.100000,-9.800000,0.200000,accel
1786611600098000,0.001000,0.002000,0.003000,gyro
1786611600099000,0.100000,-9.800000,0.200000,accel
1786611600099000,0.001000,0.002000,0.003000,gyro
1786611600100000,0.100000,-9.800000,0.200000,accel
1786611600100000,0.001000,0.002000,0.003000,gyro
1786611600101000,0.100000,-9.800000,0.200000,accel
1786611600101000,0.001000,0.002000,0.003000,gyro
1786611600102000,0.100000,-9.800000,0.200000,accel
1786611600102000,0.001000,0.002000,0.003000,gyro
1786611600103000,0.100000,-9.800000,0.200000,accel
1786611600103000,0.001000,0.002000,0.003000,gyro
1786611600104000,0.100000,-9.800000,0.200000,accel
1786611600104000,0.001000,0.002000,0.003000,gyro
1786611600105000,0.100000,-9.800000,0.200000,accel
1786611600105000,0.001000,0.002000,0.003000,gyro
1786611600106000,0.100000,-9.800000,0.200000,accel
1786611600106000,0.001000,0.002000,0.003000,gyro
1786611600107000,0.100000,-9.800000,0.200000,accel
1786611600107000,0.001000,0.002000,0.003000,gyro
1786611600108000,0.100000,-9.800000,0.200000,accel
1786611600108000,0.001000,0.002000,0.003000,gyro
1786611600109000,0.100000,-9.800000,0.200000,accel
1786611600109000,0.001000,0.002000,0.003000,gyro
1786611600110000,0.100000,-9.800000,0.200000,accel
1786611600110000,0.001000,0.002000,0.003000,gyro
1786611600111000,0.100000,-9.800000,0.200000,accel
1786611600111000,0.001000,0.002000,0.003000,gyro
1786611600112000,0.100000,-9.800000,0.200000,accel
1786611600112000,0.001000,0.002000,0.003000,gyro
1786611600113000,0.100000,-9.800000,0.200000,accel
1786611600113000,0.001000,0.002000,0.003000,gyro
1786611600114000,0.100000,-9.800000,0.200000,accel
1786611600114000,0.001000,0.002000,0.003000,gyro
1786611600115000,0.100000,-9.800000,0.200000,accel
1786611600115000,0.001000,0.002000,0.003000,gyro
1786611600116000,0.100000,-9.800000,0.200000,accel
1786611600116000,0.001000,0.002000,0.003000,gyro
1786611600117000,0.100000,-9.800000,0.200000,accel
1786611600117000,0.001000,0.002000,0.003000,gyro
1786611600118000,0.100000,-9.800000,0.200000,accel
1786611600118000,0.001000,0.002000,0.003000,gyro
1786611600119000,0.100000,-9.800000,0.200000,accel
1786611600119000,0.001000,0.002000,0.003000,gyro
1786611600120000,0.100000,-9.800000,0.200000,accel
1786611600120000,0.001000,0.002000,0.003000,gyro
1786611600121000,0.100000,-9.800000,0.200000,accel
1786611600121000,0.001000,0.002000,0.003000,gyro
1786611600122000,0.100000,-9.800000,0.200000,accel
1786611600122000,0.001000,0.002000,0.003000,gyro
1786611600123000,0.100000,-9.800000,0.200000,accel
1786611600123000,0.001000,0.002000,0.003000,gyro
1786611600124000,0.100000,-9.800000,0.200000,accel
1786611600124000,0.001000,0.002000,0.003000,gyro
1786611600125000,0.100000,-9.800000,0.200000,accel
1786611600125000,0.001000,0.002000,0.003000,gyro
1786611600126000,0.100000,-9.800000,0.200000,accel
1786611600126000,0.001000,0.002000,0.003000,gyro
1786611600127000,0.100000,-9.800000,0.200000,accel
1786611600127000,0.001000,0.002000,0.003000,gyro
1786611600128000,0.100000,-9.800000,0.200000,accel
1786611600128000,0.001000,0.002000,0.003000,gyro
1786611600129000,0.100000,-9.800000,0.200000,accel
1786611600129000,0.001000,0.002000,0.003000,gyro
1786611600130000,0.100000,-9.800000,0.200000,accel
1786611600130000,0.001000,0.002000,0.003000,gyro
1786611600131000,0.100000,-9.800000,0.200000,accel
1786611600131000,0.001000,0.002000,0.003000,gyro
1786611600132000,0.100000,-9.800000,0.200000,accel
1786611600132000,0.001000,0.002000,0.003000,gyro
1786611600133000,0.100000,-9.800000,0.200000,accel
1786611600133000,0.001000,0.002000,0.003000,gyro
1786611600134000,0.100000,-9.800000,0.200000,accel
1786611600134000,0.001000,0.002000,0.003000,gyro
1786611600135000,0.100000,-9.800000,0.200000,accel
1786611600135000,0.001000,0.002000,0.003000,gyro
1786611600136000,0.100000,-9.800000,0.200000,accel
1786611600136000,0.001000,0.002000,0.003000,gyro
1786611600137000,0.100000,-9.800000,0.200000,accel
1786611600137000,0.001000,0.002000,0.003000,gyro
1786611600138000,0.100000,-9.800000,0.200000,accel
1786611600138000,0.001000,0.002000,0.003000,gyro
1786611600139000,0.100000,-9.800000,0.200000,accel
1786611600139000,0.001000,0.002000,0.003000,gyro
1786611600140000,0.100000,-9.800000,0.200000,accel
1786611600140000,0.001000,0.002000,0.003000,gyro
1786611600141000,0.100000,-9.800000,0.200000,accel
1786611600141000,0.001000,0.002000,0.003000,gyro
1786611600142000,0.100000,-9.800000,0.200000,accel
1786611600142000,0.001000,0.002000,0.003000,gyro
1786611600143000,0.100000,-9.800000,0.200000,accel
1786611600143000,0.001000,0.002000,0.003000,gyro
1786611600144000,0.100000,-9.800000,0.200000,accel
1786611600144000,0.001000,0.002000,0.003000,gyro
1786611600145000,0.100000,-9.800000,0.200000,accel
1786611600145000,0.001000,0.002000,0.003000,gyro
1786611600146000,0.100000,-9.800000,0.200000,accel
1786611600146000,0.001000,0.002000,0.003000,gyro
1786611600147000,0.100000,-9.800000,0.200000,accel
1786611600147000,0.001000,0.002000,0.003000,gyro
1786611600148000,0.100000,-9.800000,0.200000,accel
1786611600148000,0.001000,0.002000,0.003000,gyro
1786611600149000,0.100000,-9.800000,0.200000,accel
1786611600149000,0.001000,0.002000,0.003000,gyro
1786611600150000,0.100000,-9.800000,0.200000,accel
1786611600150000,0.001000,0.002000,0.003000,gyro
1786611600151000,0.100000,-9.800000,0.200000,accel
1786611600151000,0.001000,0.002000,0.003000,gyro
1786611600152000,0.100000,-9.800000,0.200000,accel
1786611600152000,0.001000,0.002000,0.003000,gyro
1786611600153000,0.100000,-9.800000,0.200000,accel
1786611600153000,0.001000,0.002000,0.003000,gyro
1786611600154000,0.100000,-9.800000,0.200000,accel
1786611600154000,0.001000,0.002000,0.003000,gyro
1786611600155000,0.100000,-9.800000,0.200000,accel
1786611600155000,0.001000,0.002000,0.003000,gyro
1786611600156000,0.100000,-9.800000,0.200000,accel
1786611600156000,0.001000,0.002000,0.003000,gyro
1786611600157000,0.100000,-9.800000,0.200000,accel
1786611600157000,0.001000,0.002000,0.003000,gyro
1786611600158000,0.100000,-9.800000,0.200000,accel
1786611600158000,0.001000,0.002000,0.003000,gyro
1786611600159000,0.100000,-9.800000,0.200000,accel
1786611600159000,0.001000,0.002000,0.003000,gyro
1786611600160000,0.100000,-9.800000,0.200000,accel
1786611600160000,0.001000,0.002000,0.003000,gyro
1786611600161000,0.100000,-9.800000,0.200000,accel
1786611600161000,0.001000,0.002000,0.003000,gyro
1786611600162000,0.100000,-9.800000,0.200000,accel
1786611600162000,0.001000,0.002000,0.003000,gyro
1786611600163000,0.100000,-9.800000,0.200000,accel
1786611600163000,0.001000,0.002000,0.003000,gyro
1786611600164000,0.100000,-9.800000,0.200000,accel
1786611600164000,0.001000,0.002000,0.003000,gyro
1786611600165000,0.100000,-9.800000,0.200000,accel
1786611600165000,0.001000,0.002000,0.003000,gyro
1786611600166000,0.100000,-9.800000,0.200000,accel
1786611600166000,0.001000,0.002000,0.003000,gyro
1786611600167000,0.100000,-9.800000,0.200000,accel
1786611600167000,0.001000,0.002000,0.003000,gyro
1786611600168000,0.100000,-9.800000,0.200000,accel
1786611600168000,0.001000,0.002000,0.003000,gyro
1786611600169000,0.100000,-9.800000,0.200000,accel
1786611600169000,0.001000,0.002000,0.003000,gyro
1786611600170000,0.100000,-9.800000,0.200000,accel
1786611600170000,0.001000,0.002000,0.003000,gyro
1786611600171000,0.100000,-9.800000,0.200000,accel
1786611600171000,0.001000,0.002000,0.003000,gyro
1786611600172000,0.100000,-9.800000,0.200000,accel
1786611600172000,0.001000,0.002000,0.003000,gyro
1786611600173000,0.100000,-9.800000,0.200000,accel
1786611600173000,0.001000,0.002000,0.003000,gyro
1786611600174000,0.100000,-9.800000,0.200000,accel
1786611600174000,0.001000,0.002000,0.003000,gyro
1786611600175000,0.100000,-9.800000,0.200000,accel
1786611600175000,0.001000,0.002000,0.003000,gyro
1786611600176000,0.100000,-9.800000,0.200000,accel
1786611600176000,0.001000,0.002000,0.003000,gyro
1786611600177000,0.100000,-9.800000,0.200000,accel
1786611600177000,0.001000,0.002000,0.003000,gyro
1786611600178000,0.100000,-9.800000,0.200000,accel
1786611600178000,0.001000,0.002000,0.003000,gyro
1786611600179000,0.100000,-9.800000,0.200000,accel
1786611600179000,0.001000,0.002000,0.003000,gyro
1786611600180000,0.100000,-9.800000,0.200000,accel
1786611600180000,0.001000,0.002000,0.003000,gyro
1786611600181000,0.100000,-9.800000,0.200000,accel
1786611600181000,0.001000,0.002000,0.003000,gyro
1786611600182000,0.100000,-9.800000,0.200000,accel
1786611600182000,0.001000,0.002000,0.003000,gyro
1786611600183000,0.100000,-9.800000,0.200000,accel
1786611600183000,0.001000,0.002000,0.003000,gyro
1786611600184000,0.100000,-9.800000,0.200000,accel
1786611600184000,0.001000,0.002000,0.003000,gyro
1786611600185000,0.100000,-9.800000,0.200000,accel
1786611600185000,0.001000,0.002000,0.003000,gyro
1786611600186000,0.100000,-9.800000,0.200000,accel
1786611600186000,0.001000,0.002000,0.003000,gyro
1786611600187000,0.100000,-9.800000,0.200000,accel
1786611600187000,0.001000,0.002000,0.003000,gyro
1786611600188000,0.100000,-9.800000,0.200000,accel
1786611600188000,0.001000,0.002000,0.003000,gyro
1786611600189000,0.100000,-9.800000,0.200000,accel
1786611600189000,0.001000,0.002000,0.003000,gyro
1786611600190000,0.100000,-9.800000,0.200000,accel
1786611600190000,0.001000,0.002000,0.003000,gyro
1786611600191000,0.100000,-9.800000,0.200000,accel
1786611600191000,0.001000,0.002000,0.003000,gyro
1786611600192000,0.100000,-9.800000,0.200000,accel
1786611600192000,0.001000,0.002000,0.003000,gyro
1786611600193000,0.100000,-9.800000,0.200000,accel
1786611600193000,0.001000,0.002000,0.003000,gyro
1786611600194000,0.100000,-9.800000,0.200000,accel
1786611600194000,0.001000,0.002000,0.003000,gyro
1786611600195000,0.100000,-9.800000,0.200000,accel
1786611600195000,0.001000,0.002000,0.003000,gyro
1786611600196000,0.100000,-9.800000,0.200000,accel
1786611600196000,0.001000,0.002000,0.003000,gyro
1786611600197000,0.100000,-9.800000,0.200000,accel
1786611600197000,0.001000,0.002000,0.003000,gyro
1786611600198000,0.100000,-9.800000,0.200000,accel
1786611600198000,0.001000,0.002000,0.003000,gyro
1786611600199000,0.100000,-9.800000,0.200000,accel
1786611600199000,0.001000,0.002000,0.003000,gyro
1786611600200000,0.100000,-9.800000,0.200000,accel
1786611600200000,0.001000,0.002000,0.003000,gyro
1786611600201000,0.100000,-9.800000,0.200000,accel
1786611600201000,0.001000,0.002000,0.003000,gyro
1786611600202000,0.100000,-9.800000,0.200000,accel
1786611600202000,0.001000,0.002000,0.003000,gyro
1786611600203000,0.100000,-9.800000,0.200000,accel
1786611600203000,0.001000,0.002000,0.003000,gyro
1786611600204000,0.100000,-9.800000,0.200000,accel
1786611600204000,0.001000,0.002000,0.003000,gyro
1786611600205000,0.100000,-9.800000,0.200000,accel
1786611600205000,0.001000,0.002000,0.003000,gyro
1786611600206000,0.100000,-9.800000,0.200000,accel
1786611600206000,0.001000,0.002000,0.003000,gyro
1786611600207000,0.100000,-9.800000,0.200000,accel
1786611600207000,0.001000,0.002000,0.003000,gyro
1786611600208000,0.100000,-9.800000,0.200000,accel
1786611600208000,0.001000,0.002000,0.003000,gyro
1786611600209000,0.100000,-9.800000,0.200000,accel
1786611600209000,0.001000,0.002000,0.003000,gyro
1786611600210000,0.100000,-9.800000,0.200000,accel
1786611600210000,0.001000,0.002000,0.003000,gyro
1786611600211000,0.100000,-9.800000,0.200000,accel
1786611600211000,0.001000,0.002000,0.003000,gyro
1786611600212000,0.100000,-9.800000,0.200000,accel
1786611600212000,0.001000,0.002000,0.003000,gyro
1786611600213000,0.100000,-9.800000,0.200000,accel
1786611600213000,0.001000,0.002000,0.003000,gyro
1786611600214000,0.100000,-9.800000,0.200000,accel
1786611600214000,0.001000,0.002000,0.003000,gyro
1786611600215000,0.100000,-9.800000,0.200000,accel
1786611600215000,0.001000,0.002000,0.003000,gyro
1786611600216000,0.100000,-9.800000,0.200000,accel
1786611600216000,0.001000,0.002000,0.003000,gyro
1786611600217000,0.100000,-9.800000,0.200000,accel
1786611600217000,0.001000,0.002000,0.003000,gyro
1786611600218000,0.100000,-9.800000,0.200000,accel
1786611600218000,0.001000,0.002000,0.003000,gyro
1786611600219000,0.100000,-9.800000,0.200000,accel
1786611600219000,0.001000,0.002000,0.003000,gyro
1786611600220000,0.100000,-9.800000,0.200000,accel
1786611600220000,0.001000,0.002000,0.003000,gyro
1786611600221000,0.100000,-9.800000,0.200000,accel
1786611600221000,0.001000,0.002000,0.003000,gyro
1786611600222000,0.100000,-9.800000,0.200000,accel
1786611600222000,0.001000,0.002000,0.003000,gyro
1786611600223000,0.100000,-9.800000,0.200000,accel
1786611600223000,0.001000,0.002000,0.003000,gyro
1786611600224000,0.100000,-9.800000,0.200000,accel
1786611600224000,0.001000,0.002000,0.003000,gyro
1786611600225000,0.100000,-9.800000,0.200000,accel
1786611600225000,0.001000,0.002000,0.003000,gyro
1786611600226000,0.100000,-9.800000,0.200000,accel
1786611600226000,0.001000,0.002000,0.003000,gyro
1786611600227000,0.100000,-9.800000,0.200000,accel
1786611600227000,0.001000,0.002000,0.003000,gyro
1786611600228000,0.100000,-9.800000,0.200000,accel
1786611600228000,0.001000,0.002000,0.003000,gyro
1786611600229000,0.100000,-9.800000,0.200000,accel
1786611600229000,0.001000,0.002000,0.003000,gyro
1786611600230000,0.100000,-9.800000,0.200000,accel
1786611600230000,0.001000,0.002000,0.003000,gyro
1786611600231000,0.100000,-9.800000,0.200000,accel
1786611600231000,0.001000,0.002000,0.003000,gyro
1786611600232000,0.100000,-9.800000,0.200000,accel
1786611600232000,0.001000,0.002000,0.003000,gyro
1786611600233000,0.100000,-9.800000,0.200000,accel
1786611600233000,0.001000,0.002000,0.003000,gyro
1786611600234000,0.100000,-9.800000,0.200000,accel
1786611600234000,0.001000,0.002000,0.003000,gyro
1786611600235000,0.100000,-9.800000,0.200000,accel
1786611600235000,0.001000,0.002000,0.003000,gyro
1786611600236000,0.100000,-9.800000,0.200000,accel
1786611600236000,0.001000,0.002000,0.003000,gyro
1786611600237000,0.100000,-9.800000,0.200000,accel
1786611600237000,0.001000,0.002000,0.003000,gyro
1786611600238000,0.100000,-9.800000,0.200000,accel
1786611600238000,0.001000,0.002000,0.003000,gyro
1786611600239000,0.100000,-9.800000,0.200000,accel
1786611600239000,0.001000,0.002000,0.003000,gyro
1786611600240000,0.100000,-9.800000,0.200000,accel
1786611600240000,0.001000,0.002000,0.003000,gyro
1786611600241000,0.100000,-9.800000,0.200000,accel
1786611600241000,0.001000,0.002000,0.003000,gyro
1786611600242000,0.100000,-9.800000,0.200000,accel
1786611600242000,0.001000,0.002000,0.003000,gyro
1786611600243000,0.100000,-9.800000,0.200000,accel
1786611600243000,0.001000,0.002000,0.003000,gyro
1786611600244000,0.100000,-9.800000,0.200000,accel
1786611600244000,0.001000,0.002000,0.003000,gyro
1786611600245000,0.100000,-9.800000,0.200000,accel
1786611600245000,0.001000,0.002000,0.003000,gyro
1786611600246000,0.100000,-9.800000,0.200000,accel
1786611600246000,0.001000,0.002000,0.003000,gyro
1786611600247000,0.100000,-9.800000,0.200000,accel
1786611600247000,0.001000,0.002000,0.003000,gyro
1786611600248000,0.100000,-9.800000,0.200000,accel
1786611600248000,0.001000,0.002000,0.003000,gyro
1786611600249000,0.100000,-9.800000,0.200000,accel
1786611600249000,0.001000,0.002000,0.003000,gyro
1786611600250000,0.100000,-9.800000,0.200000,accel
1786611600250000,0.001000,0.002000,0.003000,gyro
1786611600251000,0.100000,-9.800000,0.200000,accel
1786611600251000,0.001000,0.002000,0.003000,gyro
1786611600252000,0.100000,-9.800000,0.200000,accel
1786611600252000,0.001000,0.002000,0.003000,gyro
1786611600253000,0.100000,-9.800000,0.200000,accel
1786611600253000,0.001000,0.002000,0.003000,gyro
1786611600254000,0.100000,-9.800000,0.200000,accel
1786611600254000,0.001000,0.002000,0.003000,gyro
1786611600255000,0.100000,-9.800000,0.200000,accel
1786611600255000,0.001000,0.002000,0.003000,gyro
1786611600256000,0.100000,-9.800000,0.200000,accel
1786611600256000,0.001000,0.002000,0.003000,gyro
1786611600257000,0.100000,-9.800000,0.200000,accel
1786611600257000,0.001000,0.002000,0.003000,gyro
1786611600258000,0.100000,-9.800000,0.200000,accel
1786611600258000,0.001000,0.002000,0.003000,gyro
1786611600259000,0.100000,-9.800000,0.200000,accel
1786611600259000,0.001000,0.002000,0.003000,gyro
1786611600260000,0.100000,-9.800000,0.200000,accel
1786611600260000,0.001000,0.002000,0.003000,gyro
1786611600261000,0.100000,-9.800000,0.200000,accel
1786611600261000,0.001000,0.002000,0.003000,gyro
1786611600262000,0.100000,-9.800000,0.200000,accel
1786611600262000,0.001000,0.002000,0.003000,gyro
1786611600263000,0.100000,-9.800000,0.200000,accel
1786611600263000,0.001000,0.002000,0.003000,gyro
1786611600264000,0.100000,-9.800000,0.200000,accel
1786611600264000,0.001000,0.002000,0.003000,gyro
1786611600265000,0.100000,-9.800000,0.200000,accel
1786611600265000,0.001000,0.002000,0.003000,gyro
1786611600266000,0.100000,-9.800000,0.200000,accel
1786611600266000,0.001000,0.002000,0.003000,gyro
1786611600267000,0.100000,-9.800000,0.200000,accel
1786611600267000,0.001000,0.002000,0.003000,gyro
1786611600268000,0.100000,-9.800000,0.200000,accel
